instance,set,n_customers,seed,cost,optimal,gap,n_routes,k_reference,init_cost,init_gap,iterations,runtime,time_to_best,iter_to_best,time_limit,stop_reason,param,value
E-n33-k4,E,32,3,835,835.0,0.0,4,4,866,3.712574850299401,18383,10.000736374990083,0.15364995796699077,283,10.0,time_limit,n_neighbors,30
E-n33-k4,E,32,4,835,835.0,0.0,4,4,856,2.5149700598802394,18414,10.002065666019917,0.22897266602376476,446,10.0,time_limit,n_neighbors,30
E-n33-k4,E,32,5,835,835.0,0.0,4,4,867,3.8323353293413174,18488,10.000614915974438,0.0369326249929145,62,10.0,time_limit,n_neighbors,30
E-n76-k8,E,75,1,736,735.0,0.1360544217687075,8,8,766,4.217687074829932,5873,10.005235459015239,5.145821292011533,3187,10.0,time_limit,n_neighbors,30
E-n76-k8,E,75,2,736,735.0,0.1360544217687075,8,8,805,9.523809523809524,6054,10.001459249993786,5.255371915991418,3183,10.0,time_limit,n_neighbors,30
E-n76-k8,E,75,3,736,735.0,0.1360544217687075,8,8,790,7.482993197278912,6079,10.000351708964445,6.2196602919721045,3861,10.0,time_limit,n_neighbors,30
E-n76-k8,E,75,4,735,735.0,0.0,8,8,778,5.850340136054422,6109,10.00085054099327,3.657679875032045,2244,10.0,time_limit,n_neighbors,30
E-n76-k8,E,75,5,736,735.0,0.1360544217687075,8,8,789,7.346938775510204,5999,10.001196665980387,6.585554082994349,4050,10.0,time_limit,n_neighbors,30
E-n101-k14,E,100,1,1079,1067.0,1.1246485473289598,14,14,1130,5.904404873477039,3774,10.00265074998606,6.9343912079930305,2652,10.0,time_limit,n_neighbors,30
E-n101-k14,E,100,2,1080,1067.0,1.218369259606373,14,14,1128,5.716963448922212,3819,10.008290249970742,7.885370249976404,3048,10.0,time_limit,n_neighbors,30
E-n101-k14,E,100,3,1075,1067.0,0.7497656982193065,14,14,1132,6.091846298031865,3908,10.003258291981183,9.737177457951475,3804,10.0,time_limit,n_neighbors,30
E-n101-k14,E,100,4,1067,1067.0,0.0,14,14,1164,9.090909090909092,3837,10.000376708980184,5.017948916996829,1936,10.0,time_limit,n_neighbors,30
E-n101-k14,E,100,5,1071,1067.0,0.37488284910965325,14,14,1130,5.904404873477039,3866,10.000609042006545,8.514384542009793,3329,10.0,time_limit,n_neighbors,30
F-n72-k4,F,71,1,237,237.0,0.0,4,4,250,5.485232067510548,6658,10.000172082975041,0.11344320798525587,72,10.0,time_limit,n_neighbors,30
F-n72-k4,F,71,2,237,237.0,0.0,4,4,264,11.39240506329114,6706,10.002936292032246,0.6286756250192411,448,10.0,time_limit,n_neighbors,30
F-n72-k4,F,71,3,237,237.0,0.0,4,4,264,11.39240506329114,6639,10.000161291041877,0.11810399999376386,77,10.0,time_limit,n_neighbors,30
F-n72-k4,F,71,4,237,237.0,0.0,4,4,250,5.485232067510548,6728,10.004218083980959,0.26574587501818314,179,10.0,time_limit,n_neighbors,30
F-n72-k4,F,71,5,237,237.0,0.0,4,4,253,6.751054852320675,6704,10.001430792035535,0.033747625013347715,27,10.0,time_limit,n_neighbors,30
M-n121-k7,M,120,1,1036,1034.0,0.19342359767891681,7,7,1039,0.4835589941972921,2775,10.003646249999292,4.359743458975572,1286,10.0,time_limit,n_neighbors,30
M-n121-k7,M,120,2,1036,1034.0,0.19342359767891681,7,7,1051,1.644100580270793,2649,10.001235165982507,5.609047999954782,1521,10.0,time_limit,n_neighbors,30
M-n121-k7,M,120,3,1036,1034.0,0.19342359767891681,7,7,1049,1.4506769825918762,2717,10.005566958978307,5.934399333957117,1663,10.0,time_limit,n_neighbors,30
M-n121-k7,M,120,4,1036,1034.0,0.19342359767891681,7,7,1048,1.3539651837524178,2728,10.001847249979619,7.4510692080366425,2031,10.0,time_limit,n_neighbors,30
M-n121-k7,M,120,5,1036,1034.0,0.19342359767891681,7,7,1043,0.8704061895551257,2695,10.000667207990773,4.554650083009619,1283,10.0,time_limit,n_neighbors,30
M-n200-k17,M,199,1,1306,1275.0,2.4313725490196076,17,17,1410,10.588235294117647,2091,10.000114375026897,9.28616433404386,1950,10.0,time_limit,n_neighbors,30
M-n200-k17,M,199,2,1297,1275.0,1.7254901960784315,17,17,1427,11.92156862745098,2071,10.004216041998006,8.357237041986082,1800,10.0,time_limit,n_neighbors,30
M-n200-k17,M,199,3,1301,1275.0,2.0392156862745097,17,17,1369,7.372549019607843,2100,10.001259082986508,9.74852662498597,2051,10.0,time_limit,n_neighbors,30
M-n200-k17,M,199,4,1301,1275.0,2.0392156862745097,17,17,1397,9.568627450980392,2167,10.013317374978215,9.525177082978189,2082,10.0,time_limit,n_neighbors,30
M-n200-k17,M,199,5,1304,1275.0,2.2745098039215685,17,17,1404,10.117647058823529,2025,10.000100666016806,5.715618166024797,1247,10.0,time_limit,n_neighbors,30
P-n45-k5,P,44,1,510,510.0,0.0,5,5,556,9.019607843137255,13763,10.000179291993845,0.28358591702999547,382,10.0,time_limit,n_neighbors,30
P-n45-k5,P,44,2,510,510.0,0.0,5,5,560,9.803921568627452,13445,10.000443457975052,0.1418460410204716,168,10.0,time_limit,n_neighbors,30
